id,question,answer
36,cho em hỏi là thí_sinh không đăng_ký nguyện_vọng vào chương_trình đào_tạo bách_khoa nhưng đóng phí đầy_đủ lệ_phí thì có được tham_gia kỳ thi riêng để thử sức của bản_thân mình không ạ,chào em theo quy_định khi đăng_ký nguyện_vọng trên hệ_thống đăng_ký kỳ thi_tuyển_sinh ĐHBKHN 2020 em cần phải chọn TỐI_THIỂU 1 nguyện_vọng và TỐI_ĐA 3 nguyện_vọng tại mỗi phương_thức nhé nên em không_thể tham_gia kỳ thi khi không đăng_ký nguyện_vọng nào em lưu_ý mục_đích của kỳ thi là nhằm thêm cơ_hội cho những bạn muốn thi đỗ vào bách_khoa nên nếu em chỉ muốn thử sức chưa chắc muốn vào bách_khoa thì không nên có_thể tước đi cơ_hội của 1 bạn khác em cân_nhắc nhé
37,cho em hỏi là cách tính điểm kì thi đánh_giá năng_lực thì khi có điểm kết_quả thì các bạn chọn phần chuyên_sâu của tổ_hợp khoa_học tự_nhiên là lý thì sẽ chọi với nhau lấy các bạn_hóa chọi với nhau lấy hay là lấy điểm tổng_ra để chọn đầu_vào không tính đến phân_chia lý_hóa như năm_ngoái không phân_biệt khối A00 và khối A01 ạ,chào em tỷ_lệ chọi em không cần quan_tâm vì số_liệu đến giờ chính nhà_trường cũng không_thể biết tỷ_lệ sẽ là bao_nhiêu mà em chỉ cần tâm_niệm rằng hãy thi cho tốt điểm_cao nhất có_thể vì 1 tổ_hợp môn A0 A1 chỉ để xét tuyển học_bạ trong kỳ thi 2 nếu em chọn khối ngành kinh_tế kỹ_thuật thì dù em tổ_hợp nào cũng sẽ thi 3 môn 1 toán 2 đọc hiểu và cách tính điểm đơn_giản là cộng thuần các môn trong bài thi xét đậu bằng cách lấy từ cao xuống thấp
38,em muốn quy_đổi điểm tiếng anh thì chỉ cần đăng_kí trên trang xttn thôi hay phải đăng_kí cả quy_đổi điểm tiếng anh trên trang đăng_kí của bộ ạ,chào em_em LƯU_Ý RẰNG có 2 quyền_lợi từ ielts quyền_lợi 1 quy_đổi điểm của đhbkhn em phải kê_khai trên website xttn hust edu vn thì nhà_trường mới biết để quy_đổi điểm cho em_em đăng_ký và thanh_toán lệ_phí xác_thực 50 nghìn đồng sau đó là được nhà_trường sẽ gửi thông_tin quy_đổi điểm của em lên trang đăng_ký của bộ sau khi xác_minh thành_công với bên iig quyền_lợi 2 từ bộ GD ĐT thí_sinh đạt IELTS từ 4 0 trở lên được miễn thi môn anh văn trong thi TN THPT em cần kê_khai trên phiếu đăng_ký nguyện_vọng gửi lên bộ GD ĐT 2 quyền_lợi này được ghi_nhận ở 2 kênh thông_tin khác nhau độc_lập nhau do đó em PHẢI KÊ_KHAI ĐỦ HẾT Ở CẢ 2 KÊNH THÔNG_TIN
39,em chào thầy cô ạ như thầy cô đã biết toeic 4 kỹ_năng được chia thành 2 bài thi nghe đọc lr và nói viết SW nhưng khi em tiến_hành đổi điểm trên trang xttn hust edu vn chỉ có một ô trống để điền kết_quả thi_vậy em nên điền kết_quả bài thi LR hay SW hay là điền tổng_số điểm của 2 bài ạ,chào em_em hãy điền kết_quả của bài thi lr listening reading trong chứng_chỉ toeic nhé
40,em chào thầy cô cho em hỏi hiện_nay em đã đăng_ký xét tuyển thẳng theo chứng_chỉ IELTS nhưng em muốn thay_đổi chứng_chỉ xét tuyển IELST thành chứng_chỉ ACT được không vì em thi ACT tại trường có kết_quả đạt 31 36 điểm song hệ_thống đăng_ký của trường đã đóng vào vậy em có_thể thay_đổi hoặc bổ_sung chứng_chỉ và thay_đổi nguyện_vọng đăng_ký được không ạ và cách thay_đổi như thế_nào nếu có em cảm_ơn thầy cô,chào em hệ_thống đăng_ký xét tuyển thẳng đã khóa đăng_ký và trạng_thái từ 18 4 do đó em không_thể thay_đổi gì nữa
41,xin phép cho em hỏi khi đăng_ký trên tờ nguyện_vọng thì đối_với những ngành chương_trình tiên_tiến thì em có phải ghi hẳn ra là ctrinh tiên_tiến không ạ hay_là chỉ cần ghi tên ngành bình_thường rồi do có mã xét tuyển khác là được ạ ví_dụ kỹ_thuật điện_tử viễn_thông chương_trình tiên_tiến mã xét tuyển ET e4 hay_là kỹ_thuật điện_tử viễn_thông mã xét tuyển et e4 em cảm_ơn ạ,chào em_em cần ghi ĐÚNG mã xét tuyển vd ET E4 còn ở tên chương_trình em ghi CTTT hay chương_trình tiên_tiến đều được
42,thưa mọi người em đã nhận được được email về việc vượt qua vòng sơ_tuyển và đủ điều_kiện tham_dự kì thi kttd và đóng lệ_phí thi em đã đóng đầy_đủ lệ_phí thi và cả quy_đổi điểm IELTS vào ngày 14 6 sớm hơn hạn 20 6 rất nhiều ngày vậy_mà chưa nhận được phản_hồi mong nhà_trường có_thể phản_hồi với em sớm nhất ạ nếu không thì có_thể châm trước cho em được không ạ em là hoàng minh tuấn ngày_sinh 02 12 2003 CMND 001203023751,hệ_thống cập_nhật trạng_thái đăng_ký sẽ chậm so với thời_điểm em đăng_ký không được realtime ngay khi em nộp tiền đâu em hãy đợi hoặc giữ bill thanh_toán viettelpay thành_công là được nhé
43,thưa các thầy cô hôm trước em thấy có bạn hỏi về giấy_báo trúng_tuyển diện xét tuyển tài_năng và được trả_lời là dự_kiến trong cuối tuần trước hoặc đầu tuần này có ạ em đã nộp hồ_sơ từ 3 8 thì chắc là trong tuần này sẽ nhận được giấy_báo trúng_tuyển bản PDF trên website đúng không ạ em xin cảm_ơn ạ,chào em cuối tuần này sẽ tiếp_tục cập_nhật danh_sách các bạn đã gửi HS xác_nhận nhập_học em chờ và xem trên website dangkytuyensinh hust edu vn nhé
44,em đã nộp hồ_sơ xác_nhận nhập_học diện 1 3 thì thầy cô cho em hỏi bao_giờ có giấy nhập_học về nhà hay email của trường ạ em cảm_ơn ạ,chào em thông_thường em sẽ nhận được giấy nhập_học trong vòng 3 ngày làm_việc em có_thể tra_cứu trạng_thái xem giấy nhập_học đang ở đâu theo hướng_dẫn này https ts hust edu vn tin tuc huong dan tra cuu xac nhan nhap hoc dien thi tn thpt
45,em chào chị_em đã trúng_tuyển thẳng vào ngành X nhưng em không thích thì em có phải học không,không bắt_buộc em nhé đây là lựa_chọn của em trúng_tuyển thẳng là QUYỀN_LỢI của thí_sinh nên em có_thể bỏ_qua quyền_lợi này đồng_nghĩa với việc em không nộp giấy xác_nhận tạm_thời theo mẫu ở hướng_dẫn trong bài viết này về phòng tuyển_sinh trường ĐH bách_khoa hà_nội https ts hust edu vn tin tuc huong dan xac nhan nhap hoc doi voi thi sinh xet tuyen tai nang dat nguong yeu cau
46,cho em hỏi thời_gian xác_nhận chính_thức tuyển thẳng là khi nào,chào em thời_gian xác_nhận chính_thức là trước trước khi kết_thúc lịch điều_chỉnh nguyện_vọng bổ_sung đợt thi TN THPT của bộ gd đt thông_tin thêm thí_sinh được bổ_sung nguyện_vọng sau khi có điểm thi tại công_văn số 1444 bgdđt gdđh của bộ giáo_dục và đào_tạo quy_định thí_sinh đăng_ký xét tuyển đại_học cao_đẳng theo phương_thức trực_tuyến được thay_đổi nguyện_vọng sau khi có kết_quả thi tốt_nghiệp thpt cụ_thể mỗi thí_sinh được điều_chỉnh đăng_ký xét tuyển tối_đa 03 lần trong khoảng thời_gian 10 ngày từ 7 8 2021 đến 17h trường_hợp thí_sinh phúc_khảo bài thi môn thi thì sẽ được điều_chỉnh nguyện_vọng đăng_ký xét tuyển sau khi có kết_quả_phúc_khảo thi tốt_nghiệp THPT
47,xác_nhận tuyển thẳng em cần làm những gì em thấy bài hướng_dẫn rồi nhưng HỎI LẠI CHO CHẮC,chào em bài hướng_dẫn ghi rõ như thế_nào thì em thực_hiện theo như vậy tải giấy xác_nhận nhập_học tại đây điền thông_tin ký và xin ý_kiến của gia_đình sau đó gửi về địa_chỉ phòng tuyển_sinh phòng 101 nhà C1B trường ĐH bách_khoa hà_nội số 1 đường đại cồ việt quận hai bà trưng hà_nội lưu_ý thí_sinh có_thể nộp giấy xác_nhận nhập_học qua đường bưu_điện hoặc nộp trực_tiếp tại trường ĐHBK hà_nội theo địa_chỉ trên thời_gian xác_nhận nhập_học từ đến hết
48,đại_học bách_khoa hà_nội có yêu_cầu SAT cho IT 1 là 1520 thì tức_là 1520 thì được xét tuyển xong lấy từ trên xuống dưới hay_là 1520 là đỗ_khoa IT1 ạ ngoài_ra em thấy trên trang_web của trường có bài để là 1520 là ngưỡng yêu_cầu của IT 1 nhưng có bài thì chỉ là 1460 thôi ạ em mong được giải_đáp hai câu hỏi trên ạ em cảm_ơn ạ,chào em các ngưỡng nhà_trường đưa ra trước đợt xét tuyển bao_giờ cũng là ngưỡng dự_kiến để lấy vừa đủ chỉ_tiêu em lưu_ý có 2 ngưỡng ngưỡng nộp hồ_sơ của it1 là 1460 và ngưỡng đạt đủ điều_kiện của IT1 là 1520 sau thời_điểm công_bố ngưỡng nộp hồ_sơ dựa vào số_lượng và chất_lượng các hồ_sơ nộp vào nhà_trường sẽ tiếp_tục đưa ra ngưỡng đạt điều_kiện trúng_tuyển thẳng để lấy đủ số hồ_sơ trong năm tuyển_sinh đó lấy theo mức điểm từ cao xuống thấp
49,cho em hỏi điểm_chuẩn để vào khoa CNTT việt nhật bằng bài KTTD bách_khoa với ạ,chào em bài thi tư_duy không tổ_chức được do dịch_bệnh covid còn điểm bài KTTD là 24 35 điểm xét vào IT E6 it e6x chi_tiết em xem ở đây https ts hust edu vn tin tuc diem chuan trung tuyen he dai hoc chinh quy nam 2020
50,năm nay trường có dự_đoán điểm không ạ em xem năm trước có ạ,chào em năm nay là năm đầu_tiên áp_dụng xét tuyển_tập_trung tất_cả các phương_thức trong 1 đợt và 1 lần duy_nhất có 2 đợt xét tuyển có_thể dùng điểm đợt 1 để dự_đoán cho đợt 2 nên có_thể sử_dụng điểm đợt 1 để dự_đoán cho đợt 2 do sự khác nhau như_vậy nên không có căn_cứ để dự_đoán điểm thi TN THPT
51,bây em muốn được cấp tài_khoản office và giấy_báo trúng_tuyển bản mềm vào gmail mới do gmail cũ đã bị hack thì em cần liên_hệ với ai,chào em về việc cấp lại tài_khoản office 365 em liên_hệ tới thầy thiên_nam nhé trần thiên_nam sđt 0989 200 997 email nam tranthien hust edu vn
52,em đang là sinh_viên K65 khoa năng_lượng nhiệt trường cơ_khí lúc nhập_học_viện có giữ giấy_báo nhập_học của em hiện_tại em đang cần ảnh giấy_báo nhập_học của mình thì có_thể xin từ đâu ạ,chào em_em hãy liên_hệ tới cô hiền phòng tuyển_sinh tại tòa C1B
53,thầy cô cho em hỏi giấy_báo nhập_học sẽ được gửi đến bằng bản mềm qua email hay_là bản cứng qua đường bưu_điện ạ,chào em sau em sẽ được biết kết_quả trúng_tuyển của mình trên hệ_thống tra_cứu kết_quả thi link website sẽ công_bố sau giấy_báo trúng_tuyển sẽ được gửi đến bằng bản cứng hoặc email thì vẫn chưa được chốt cụ_thể em xem thông_báo trên fanpage www facebook com tsdhbk nhé
54,thầy cô cho em hỏi khi nào sẽ nhận được giấy_báo trúng_tuyển và thời_gian nhập_học là khi nào ạ,chào em dự_kiến trong nhà_trường sẽ gửi giấy_báo trúng_tuyển nhập_học nhé em mốc thời_gian cụ_thể là ngày nào nhà_trường chưa chốt nên chưa thể công_bố chính_xác
55,ad cho e hỏi đến thì khóa 2007 thi đgtd như nào ạ nếu học tổ_hợp không có hóa_sinh,chào em thầy chưa thể trả_lời câu hỏi này cho em nếu NHƯ KHÔNG CÓ GÌ THAY_ĐỔI thì hình_thức thi tư_duy vẫn giữ nguyên như hiện_tại
56,chào quý trường cho em hỏi điểm_chuẩn CNTT,chào em sau ngày 20 8 sẽ công_bố điểm_chuẩn toàn_quốc em xem kết_quả trúng_tuyển của mình tại trang tra_cứu kết_quả xét tuyển miền bắc hiện vẫn chưa public em theo_dõi fanpage của tuyển_sinh ĐH bách_khoa hà_nội và quay lại vào nhé
57,khoá 2007 thi đánh_giá tư_duy trước 1 năm nếu đủ điểm đỗ thì như nào tiếp ạ,chào em nếu em thấy điểm thi ĐGTD của mình đã đủ điểm đỗ thì em chỉ cần đậu tốt_nghiệp tại năm em hoàn_thành chương_trình học lớp 12 đăng_ký xét tuyển trên website của bộ GD ĐT tại https thisinh thithptquocgia edu vn account login returnurl 2f sau đó chọn đăng_ký nguyện_vọng tick chọn sử_dụng điểm bài thi ĐGTD ĐGNL kết_thúc chọn xác_nhận bằng cách thực_hiện tiếp_theo hướng_dẫn nhập mã OTP là được nhé
58,hướng_dẫn tuyển_sinh năm cho,thông_tin ra ngoài trang_chủ có hết
59,có các ngành nào xét khối A02 ạ,chào em hiện có 3 63 chương_trình đào_tạo nào xét bằng khối A02 nhé em gồm có ph1 https ts hust edu vn nganh dao tao vat ly ky thuat ph2 https ts hust edu vn nganh dao tao ky thuat hat nhan ph3 https ts hust edu vn nganh dao tao vat ly y_khoa
60,em không có chứng_chỉ ngoại_ngữ và thi tnthpt chỉ được 6 4 môn tiếng anh thì có_thể vào khoa này được không ạ,chào em trừ các CTTT chương_trình tiên_tiến là các chương_trình có chữ E là chữ_cái trong mã ngành ở vị_trí thứ 3 em có_thể đăng_ký lại tất_cả các chương_trình còn lại vd mã EE E8 CH E11 ME E1 là các chương_trình tiên_tiến vì có chữ E là chữ_cái ở vị_trí thứ 3 EE E8 CH E11 me e1 các ngành khác không có chữ E ở vị_trí thứ 3 VD IT1 EE1 EE2 PH1 PH2 chỉ có 2 chữ_cái là các chương_trình chuẩn chỉ đào_tạo bằng tiếng việt không yêu_cầu điều_kiện ngoại_ngữ đầu_vào
