id,question,answer1
34,"E có 2 câu hỏi ạ:
1. Việc đăng ký nguyện vọng vẫn theo nguyên tắc: điểm trúng tuyển của 1 ngành là như nhau giữa các Nguyện vọng, đúng không ạ?  
2. Trong TH trường vẫn để 1 phần chỉ tiêu xét kết quả THPT, mà trong kỳ thi riêng e ko đỗ/ đỗ ngành chưa thực sự ưng ý, e có thể dùng kết quả THPT để xét tuyển lần nữa ko ạ?
Em cảm ơn nhiều ạ.","1. Đúng em nhé. Điểm trúng tuyển 1 ngành là như nhau GIỮA CÁC THỨ TỰ NGUYỆN VỌNG.2. Nếu vẫn có kỳ thi THPT, em có thể xác nhận đỗ ngành A kỳ thi riêng thì sẽ không có tên đăng ký trong hệ thống thi THPT quốc gia nữa. Nếu em xác nhận không chọn ngành A ở Bách Khoa, thì em vẫn tiếp tục đăng ký trong hệ thống thi THPT quốc gia.
Tuy nhiên, lưu ý là hệ thống đăng ký của trường sẽ đóng trước hệ thống thi THPT quốc gia em nhé. Tức em phải quyết định trước chứ không thể đợi chờ gì thêm nữa!"
35,"Cho em hỏi là bây giờ thi THPTQG chỉ chủ yếu để xét tốt nghiệp, vậy giờ chỉ còn con đường duy nhất là thi riêng thôi phải không ạ?","Chào em, 
Trường ĐHBKHN vẫn chưa có thông tin chính thức về việc sẽ xét 30% còn lại là thi kỳ thi tuyển sinh của ĐHBKHN Hà Nội hay chỉ 70% thôi. Em đợi thông tin sẽ cập nhật sau nhé."
36,Cho em hỏi là thí sinh không đăng ký nguyện vọng vào chương trình đào tạo Bách Khoa nhưng đóng phí đầy đủ lệ phí thì có được tham gia  kỳ thi riêng để thử sức của bản thân mình không ạ,"Chào em, 
Theo quy định khi đăng ký nguyện vọng trên hệ thống đăng ký kỳ thi tuyển sinh ĐHBKHN 2020 em cần phải chọn TỐI THIỂU 1 nguyện vọng và TỐI ĐA 3 nguyện vọng tại mỗi phương thức nhé. Nên em không thể tham gia kỳ thi khi không đăng ký nguyện vọng nào.
Em lưu ý mục đích của kỳ thi là nhằm thêm cơ hội cho những bạn muốn thi đỗ vào Bách Khoa, nên nếu em chỉ muốn thử sức, chưa chắc muốn vào Bách Khoa thì không nên, có thể tước đi cơ hội của 1 bạn khác. Em cân nhắc nhé!"
37,"Cho em hỏi là cách tính điểm kì thi đánh giá năng lực thì khi có điểm kết quả thì các bạn chọn phần chuyên sâu của tổ hợp khoa học tự nhiên là lý thì sẽ chọi với nhau lấy %, các bạn hóa chọi với nhau lấy % hay là lấy điểm tổng ra để chọn đầu vào không tính đến phân chia Lý Hóa như năm ngoái không phân biệt khối A00 và khối A01 ạ","Chào em,
Tỷ lệ chọi em không cần quan tâm vì số liệu đến giờ chính nhà trường cũng không thể biết tỷ lệ sẽ là bao nhiêu. Mà em chỉ cần tâm niệm rằng, hãy thi cho tốt, điểm cao nhất có thể. Vì:1. Tổ hợp môn A0, A1.... chỉ để xét tuyển học bạ trong kỳ thi
2. Nếu em chọn khối ngành Kinh tế, Kỹ thuật thì dù em tổ hợp nào cũng sẽ thi 3 môn: 1/ Toán, 2/Đọc hiểu
Và cách tính điểm đơn giản là cộng thuần các môn trong bài thi, xét đậu bằng cách lấy từ cao xuống thấp"
38,Em muốn quy đổi điểm Tiếng Anh thì chỉ cần đăng kí trên trang xttn thôi hay phải đăng kí cả quy đổi điểm Tiếng Anh trên trang đăng kí của Bộ ạ ?,"Chào em,
Em LƯU Ý RẰNG có 2 quyền lợi từ IELTS.
Quyền lợi 1: Quy đổi điểm của ĐHBKHN
Em phải kê khai trên website xttn.hust.edu.vn thì nhà trường mới biết để quy đổi điểm cho em. Em đăng ký và thanh toán lệ phí xác thực 50 nghìn đồng sau đó là được. Nhà trường sẽ gửi thông tin quy đổi điểm của em lên trang đăng ký của Bộ sau khi xác minh thành công với bên IIG.
Quyền lợi 2: Từ Bộ GD&ĐT, thí sinh đạt IELTS từ 4.0 trở lên được miễn thi môn Anh Văn trong thi TN THPT (Em cần kê khai trên phiếu đăng ký nguyện vọng gửi lên Bộ GD&ĐT
2 quyền lợi này được ghi nhận ở 2 kênh thông tin khác nhau, độc lập nhau do đó EM PHẢI KÊ KHAI ĐỦ HẾT Ở CẢ 2 KÊNH THÔNG TIN!"
39,"Em chào thầy/cô ạ,
Như thầy cô đã biết Toeic 4 kỹ năng được chia thành 2 bài thi nghe đọc(LR), và nói viết (SW). Nhưng khi em tiến hành đổi điểm trên trang xttn.hust.edu.vn/ chỉ có một ô trống để điền kết quả thi. Vậy em nên điền kết quả bài thi LR, hay SW, hay là điền tổng số điểm của 2 bài ạ?
","Chào em,
Em hãy điền kết quả của bài thi LR (Listening - Reading) trong chứng chỉ Toeic nhé"
40,"Em chào thầy cô. Cho em hỏi: Hiện nay em đã đăng ký xét tuyển thẳng theo chứng chỉ IELTS. Nhưng em muốn thay đổi chứng chỉ xét tuyển IELST thành chứng chỉ ACT được không? Vì em thi ACT tại trường ngày 17/4/2021, ngày 21/4/2021 có kết quả đạt 31/36 điểm; song hệ thống đăng ký của trường đã đóng vào ngày 18/4/2021. Vậy em có thể thay đổi hoặc bổ sung chứng chỉ và thay đổi nguyện vọng đăng ký được không ạ? Và cách thay đổi như thế nào nếu có? Em cảm ơn thầy cô.","Chào em, 
Hệ thống đăng ký xét tuyển thẳng đã khóa đăng ký và trạng thái từ 18/4. Do đó, em không thể thay đổi gì nữa."
41,"Xin phép cho em hỏi khi đăng ký trên tờ nguyện vọng thì đối với những ngành chương trình tiên tiến thì em có phải ghi hẳn ra là ctrinh tiên tiến không ạ? Hay là chỉ cần ghi tên ngành bình thường rồi do có mã xét tuyển khác là được ạ?
Ví dụ: Kỹ thuật Điện tử - Viễn thông ( chương trình tiên tiến)   Mã xét tuyển; ET - E4
 hay là: Kỹ thuật Điện tử - Viễn thông                     Mã xét tuyển: ET-E4
 
Em cảm ơn ạ","Chào em,
Em cần ghi ĐÚNG mã xét tuyển. (VD: ET-E4). Còn ở tên chương trình, em ghi CTTT hay Chương trình tiên tiến đều được."
42,"Thưa mọi người, em đã nhận được được email về việc vượt qua vòng sơ tuyển và đủ điều kiện tham dự kì thi kttd và đóng lệ phí thi. Em đã đóng đầy đủ lệ phí thi và cả quy đổi điểm IELTS vào ngày 14/6 ( sớm hơn hạn 20/6 rất nhiều ngày). Vậy mà chưa nhận được phản hồi. Mong nhà trường có thể phản hồi với em sớm nhất ạ, nếu không thì có thể châm trước cho em được không ạ. Em là Hoàng Minh Tuấn, ngày sinh 02/12/2003, CMND 001203023751","Hệ thống cập nhật trạng thái đăng ký sẽ chậm so với thời điểm em đăng ký, không được realtime ngay khi em nộp tiền đâu. Em hãy đợi hoặc giữ bill thanh toán Viettelpay thành công là được nhé"
43,"Thưa các thầy cô, hôm trước em thấy có bạn hỏi về giấy báo trúng tuyển diện xét tuyển tài năng và được trả lời là dự kiến trong cuối tuần trước hoặc đầu tuần này có ạ. Em đã nộp hồ sơ từ 3/8 thì chắc là trong tuần này sẽ nhận được giấy báo trúng tuyển bản PDF trên website đúng không ạ? Em xin cảm ơn ạ.","Chào em,
Cuối tuần này sẽ tiếp tục cập nhật danh sách các bạn đã gửi HS xác nhận nhập học. Em chờ và xem trên website dangkytuyensinh.hust.edu.vn nhé"
44,"Em đã nộp hồ sơ xác nhận nhập học diện 1.3 thì thầy cô cho em hỏi bao giờ có giấy nhập học về nhà hay email của trường ạ
Em  cảm ơn ạ!","Chào em, thông thường em sẽ nhận được Giấy nhập học trong vòng 3 ngày làm việc.
Em có thể tra cứu trạng thái xem giấy nhập học đang ở đâu, theo hướng dẫn này: https://ts.hust.edu.vn/tin-tuc/huong-dan-tra-cuu-xac-nhan-nhap-hoc-dien-thi-tn-thpt"
45,"Em chào chị, 
Em đã trúng tuyển thẳng vào ngành X nhưng em không thích thì em có phải học không?","Không bắt buộc em nhé. Đây là lựa chọn của em!
Trúng tuyển thẳng là QUYỀN LỢI của thí sinh, nên em có thể bỏ qua quyền lợi này.
Đồng nghĩa với việc em không nộp Giấy xác nhận tạm thời theo mẫu ở hướng dẫn trong bài viết này về phòng tuyển sinh trường ĐH Bách Khoa Hà Nội: https://ts.hust.edu.vn/tin-tuc/huong-dan-xac-nhan-nhap-hoc-doi-voi-thi-sinh-xet-tuyen-tai-nang-dat-nguong-yeu-cau"
46,Cho em hỏi thời gian xác nhận chính thức tuyển thẳng là khi nào?,"Chào em,
Thời gian xác nhận chính thức là trước ngày 10/8/2021. Trước khi kết thúc Lịch điều chỉnh nguyện vọng bổ sung đợt thi TN THPT của Bộ GD&ĐT
Thông tin thêm:
Thí sinh được bổ sung nguyện vọng sau khi có điểm thi
Tại Công văn số 1444/BGDĐT-GDĐH ngày 14/4/2021 của Bộ Giáo dục và đào tạo quy định, thí sinh đăng ký xét tuyển đại học, cao đẳng theo phương thức trực tuyến được thay đổi nguyện vọng sau khi có kết quả thi tốt nghiệp THPT.
Cụ thể, mỗi thí sinh được điều chỉnh đăng ký xét tuyển tối đa 03 lần trong khoảng thời gian 10 ngày từ 7/8/2021 đến 17h ngày 17/8/2021.
Trường hợp thí sinh phúc khảo bài thi/môn thi thì sẽ được điều chỉnh nguyện vọng đăng ký xét tuyển sau khi có kết quả phúc khảo thi tốt nghiệp THPT."
47,"Xác nhận tuyển thẳng em cần làm những gì?
Em thấy bài hướng dẫn rồi nhưng HỎI LẠI CHO CHẮC???","Chào em,
Bài hướng dẫn ghi rõ như thế nào thì em thực hiện theo như vậy: 
Tải Giấy xác nhận nhập học [ Tại đây ], điền thông tin, ký và xin ý kiến của gia đình
Sau đó, gửi về địa chỉ: Phòng Tuyển sinh - Phòng 101, Nhà C1B, Trường ĐH Bách khoa Hà Nội, Số 1 Đường Đại Cồ Việt, Quận Hai Bà Trưng, Hà Nội.
Lưu ý:
- Thí sinh có thể nộp Giấy xác nhận nhập học qua đường bưu điện hoặc nộp trực tiếp tại Trường ĐHBK Hà Nội theo địa chỉ trên.
- Thời gian xác nhận nhập học: Từ ngày 10/6/2021 đến hết ngày 16/6/2021."
48,"Năm 2022 đại học bách khoa Hà Nội có yêu cầu SAT cho IT-1 là 1520 thì tức là 1520 thì được xét tuyển xong lấy từ trên xuống dưới hay là 1520 là đỗ khoa IT1 ạ.
Ngoài ra, Em thấy trên trang web của trường có bài để là 1520 là ngưỡng yêu cầu của IT-1 nhưng có bài thì chỉ là 1460 thôi ạ.
Em mong được giải đáp hai câu hỏi trên ạ. Em cảm ơn ạ.","Chào em,
Các ngưỡng nhà trường đưa ra trước đợt xét tuyển bao giờ cũng là ngưỡng dự kiến để lấy vừa đủ chỉ tiêu.
Em lưu ý có 2 ngưỡng: Ngưỡng nộp hồ sơ (của IT1 là 1460); và Ngưỡng đạt/đủ điều kiện (của IT1 là 1520).
Sau thời điểm công bố ngưỡng nộp hồ sơ, dựa vào số lượng và chất lượng các hồ sơ nộp vào, nhà trường sẽ tiếp tục đưa ra ngưỡng đạt  điều kiện trúng tuyển thẳng để lấy đủ số hồ sơ trong năm tuyển sinh đó (Lấy theo mức điểm từ cao xuống thấp)."
49,Cho em hỏi điểm chuẩn để vào khoa CNTT (Việt-Nhật) bằng bài KTTD Bách Khoa với ạ,"Chào em,
Năm 2021, bài thi tư duy không tổ chức được do dịch bệnh Covid, còn năm 2020, điểm bài KTTD là 24,35 điểm xét vào IT-E6 (IT-E6x)
Chi tiết em xem ở đây: https://ts.hust.edu.vn/tin-tuc/diem-chuan-trung-tuyen-he-dai-hoc-chinh-quy-nam-2020"
50,Năm nay trường có dự đoán điểm không ạ? ( Em xem năm trước có ạ),"Chào em,
Năm nay là năm đầu tiên áp dụng xét tuyển tập trung tất cả các phương thức trong 1 đợt và 1 lần duy nhất. Năm 2021 có 2 đợt xét tuyển, có thể dùng điểm đợt 1 để dự đoán cho đợt 2 nên có thể sử dụng điểm đợt 1 để dự đoán cho đợt 2.
Do sự khác nhau như vậy nên không có căn cứ để dự đoán điểm thi TN THPT."
51,bây em muốn được cấp tài khoản office và giấy báo trúng tuyển bản mềm vào gmail mới ( do gmail cũ đã bị hack ) thì em cần liên hệ với ai?,"Chào em,
Về việc cấp lại tài khoản office 365, em liên hệ tới thầy Thiên Nam nhé

Trần Thiên Nam
SĐT: 0989 200 997
Email: nam.tranthien@hust.edu.vn
"
52,Em đang là sinh viên K65 Khoa Năng Lượng Nhiệt Trường Cơ Khí . Lúc nhập học viện có giữ giấy báo nhập học của em . Hiện tại em đang cần ảnh giấy báo nhập học của mình thì có thể xin từ đâu ạ .,"Chào em,
Em hãy liên hệ tới cô Hiền - Phòng Tuyển sinh tại Tòa C1B, "
53,Thầy cô cho em hỏi giấy báo nhập học sẽ được gửi đến bằng bản mềm qua Email hay là bản cứng qua đường bưu điện ạ?,"Chào em,
Sau ngày 17/9/2022, em sẽ được biết kết quả trúng tuyển của mình trên hệ thống tra cứu kết quả thi (Link website sẽ công bố sau). Giấy báo trúng tuyển sẽ được gửi đến bằng bản cứng hoặc email thì vẫn chưa được chốt cụ thể. Em xem thông báo trên fanpage www.facebook.com/tsdhbk nhé"
54,Thầy cô cho em hỏi khi nào sẽ nhận được giấy báo trúng tuyển và thời gian nhập học năm 2022 là khi nào ạ?,"Chào em,
Dự kiến trong tháng 9 nhà trường sẽ gửi Giấy báo trúng tuyển nhập học nhé em. Mốc thời gian cụ thể là ngày nào nhà trường chưa chốt nên chưa thể công bố chính xác."
55,"Ad cho e hỏi, đến năm 2025 thì khóa 2007 thi đgtd như nào ạ (Nếu học tổ hợp không có Hóa - Sinh). ","Chào em,
Thầy chưa thể trả lời câu hỏi này cho em, 
Nếu NHƯ KHÔNG CÓ GÌ THAY ĐỔI thì hình thức thi tư duy vẫn giữ nguyên như hiện tại năm 2023."
56,Chào quý trường cho em hỏi điểm chuẩn CNTT năm 2023,"Chào em, sau ngày 20/8 sẽ công bố điểm chuẩn toàn quốc. Em xem kết quả trúng tuyển của mình tại trang tra cứu kết quả xét tuyển miền Bắc (hiện vẫn chưa public)
Em theo dõi fanpage của Tuyển sinh ĐH Bách khoa Hà Nội và quay lại vào ngày 20/8/2023 nhé"
